Run,Assay Type,AvgSpotLen,BARCODE,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Depth,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Isolation_Source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Replicate,samp_collect_device,Sample Name,Site,SRA Study
SRR8760149,AMPLICON,338,18S,56449103,PRJNA515494,SAMN10847257,Metagenome or environmental,29074431,AZTI,2016-11-22,public,"sra,fastq",s3,s3.us-east-1,surface,SRX5550556,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,18SW02,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,18SW02,site 3,SRP189053
SRR8760150,AMPLICON,350,18S,25433195,PRJNA515494,SAMN10847258,Metagenome or environmental,15173670,AZTI,2017-02-03,public,"fastq,sra",s3,s3.us-east-1,surface,SRX5550555,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,18SW08,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,18SW08,site 3,SRP189053
SRR8760151,AMPLICON,593,COI,24742213,PRJNA515494,SAMN10847253,Metagenome or environmental,14514551,AZTI,2017-05-31,public,"sra,fastq",s3,s3.us-east-1,surface,SRX5550554,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,COIW17,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,COIW17,site 3,SRP189053
SRR8760152,AMPLICON,597,COI,35956967,PRJNA515494,SAMN10847254,Metagenome or environmental,22101856,AZTI,2017-05-31,public,"sra,fastq",s3,s3.us-east-1,bottom,SRX5550553,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,COIW20,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,COIW20,site 3,SRP189053
SRR8760153,AMPLICON,599,COI,49262259,PRJNA515494,SAMN10847255,Metagenome or environmental,30521525,AZTI,2017-09-05,public,"sra,fastq",s3,s3.us-east-1,surface,SRX5550552,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,COIW23,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,COIW23,site 3,SRP189053
SRR8760154,AMPLICON,598,COI,76846474,PRJNA515494,SAMN10847256,Metagenome or environmental,45498217,AZTI,2017-09-05,public,"fastq,sra",s3,s3.us-east-1,bottom,SRX5550551,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,COIW31,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,COIW31,site 3,SRP189053
SRR8760155,AMPLICON,596,COI,23435973,PRJNA515494,SAMN10847249,Metagenome or environmental,14343711,AZTI,2016-11-22,public,"sra,fastq",s3,s3.us-east-1,surface,SRX5550550,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,COIW02,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,COIW02,site 3,SRP189053
SRR8760156,AMPLICON,598,COI,29228336,PRJNA515494,SAMN10847250,Metagenome or environmental,17451670,AZTI,2016-11-22,public,"sra,fastq",s3,s3.us-east-1,bottom,SRX5550549,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,COIW05,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,COIW05,site 3,SRP189053
SRR8760157,AMPLICON,596,COI,22007822,PRJNA515494,SAMN10847251,Metagenome or environmental,13120975,AZTI,2017-02-03,public,"fastq,sra",s3,s3.us-east-1,surface,SRX5550548,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,COIW08,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,COIW08,site 3,SRP189053
SRR8760158,AMPLICON,597,COI,23958288,PRJNA515494,SAMN10847252,Metagenome or environmental,14298106,AZTI,2017-02-03,public,"fastq,sra",s3,s3.us-east-1,bottom,SRX5550547,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,COIW11,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,filtered water,COIW11,site 3,SRP189053
SRR8760159,AMPLICON,580,COI,10397247,PRJNA515494,SAMN10847300,Metagenome or environmental,5656844,AZTI,2017-02-27,public,"fastq,sra",s3,s3.us-east-1,bottom,SRX5550546,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,B18,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,3,sediment grab,B18,site 2,SRP189053
SRR8760160,AMPLICON,542,COI,22954207,PRJNA515494,SAMN10847299,Metagenome or environmental,12223745,AZTI,2017-02-27,public,"fastq,sra",s3,s3.us-east-1,bottom,SRX5550545,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,B17,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,2,sediment grab,B17,site 2,SRP189053
SRR8760161,AMPLICON,599,COI,46045736,PRJNA515494,SAMN10847302,Metagenome or environmental,28456798,AZTI,2017-06-01,public,"fastq,sra",s3,s3.us-east-1,bottom,SRX5550544,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,COIB29,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,2,sediment grab,COIB29,site 2,SRP189053
SRR8760162,AMPLICON,598,COI,61546153,PRJNA515494,SAMN10847301,Metagenome or environmental,36612228,AZTI,2017-06-01,public,"sra,fastq",s3,s3.us-east-1,bottom,SRX5550543,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,COIB28,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,sediment grab,COIB28,site 2,SRP189053
SRR8760163,AMPLICON,598,COI,68798375,PRJNA515494,SAMN10847304,Metagenome or environmental,41018425,AZTI,2017-10-07,public,"sra,fastq",s3,s3.us-east-1,bottom,SRX5550542,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,COIB40,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,sediment grab,COIB40,site 2,SRP189053
SRR8760164,AMPLICON,597,COI,46510727,PRJNA515494,SAMN10847303,Metagenome or environmental,27874993,AZTI,2017-06-01,public,"sra,fastq",s3,s3.us-east-1,bottom,SRX5550541,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,COIB30,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,3,sediment grab,COIB30,site 2,SRP189053
SRR8760165,AMPLICON,596,COI,48027306,PRJNA515494,SAMN10847306,Metagenome or environmental,29516903,AZTI,2017-10-09,public,"fastq,sra",s3,s3.us-east-1,bottom,SRX5550540,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,COIB42,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,3,sediment grab,COIB42,site 2,SRP189053
SRR8760166,AMPLICON,590,COI,53703298,PRJNA515494,SAMN10847305,Metagenome or environmental,32926348,AZTI,2017-10-08,public,"sra,fastq",s3,s3.us-east-1,bottom,SRX5550539,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.35 N 3.07 W,COIB41,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,2,sediment grab,COIB41,site 2,SRP189053
SRR8760167,AMPLICON,546,COI,24656273,PRJNA515494,SAMN10847308,Metagenome or environmental,13136398,AZTI,2016-12-20,public,"sra,fastq",s3,s3.us-east-1,bottom,SRX5550538,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,B08,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,2,sediment grab,B08,site 3,SRP189053
SRR8760168,AMPLICON,577,COI,30321059,PRJNA515494,SAMN10847307,Metagenome or environmental,16183920,AZTI,2016-12-20,public,"fastq,sra",s3,s3.us-east-1,bottom,SRX5550537,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,B07,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,sediment grab,B07,site 3,SRP189053
SRR8760169,AMPLICON,561,COI,10865505,PRJNA515494,SAMN10847288,Metagenome or environmental,6205579,AZTI,2017-02-27,public,"sra,fastq",s3,s3.us-east-1,bottom,SRX5550536,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.37 N 3.10 W,B15,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,3,sediment grab,B15,site 1,SRP189053
SRR8760170,AMPLICON,595,COI,43500455,PRJNA515494,SAMN10847348,Metagenome or environmental,25333525,AZTI,2017-10-09,public,"sra,fastq",s3,s3.us-east-1,7m,SRX5550535,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,COIPVC39,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,settlement plates,COIPVC39,site 3,SRP189053
SRR8760171,AMPLICON,596,COI,25254788,PRJNA515494,SAMN10847347,Metagenome or environmental,15331141,AZTI,2017-10-08,public,"sra,fastq",s3,s3.us-east-1,3m,SRX5550534,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,COIPVC38,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,settlement plates,COIPVC38,site 3,SRP189053
SRR8760172,AMPLICON,597,COI,38817426,PRJNA515494,SAMN10847346,Metagenome or environmental,23325554,AZTI,2017-10-07,public,"fastq,sra",s3,s3.us-east-1,1m,SRX5550533,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,COIPVC37,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,settlement plates,COIPVC37,site 3,SRP189053
SRR8760173,AMPLICON,594,COI,59995331,PRJNA515494,SAMN10847345,Metagenome or environmental,35876086,AZTI,2017-06-27,public,"fastq,sra",s3,s3.us-east-1,7m,SRX5550532,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,COIPVC16,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,settlement plates,COIPVC16,site 3,SRP189053
SRR8760174,AMPLICON,594,COI,52359586,PRJNA515494,SAMN10847344,Metagenome or environmental,30629296,AZTI,2017-06-27,public,"fastq,sra",s3,s3.us-east-1,3m,SRX5550531,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,COIPVC15,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,settlement plates,COIPVC15,site 3,SRP189053
SRR8760175,AMPLICON,597,COI,59625821,PRJNA515494,SAMN10847343,Metagenome or environmental,35318777,AZTI,2017-06-27,public,"fastq,sra",s3,s3.us-east-1,1m,SRX5550530,Spain,Europe,Spain: Bilbao,not applicable,Illumina MiSeq,not applicable,43.34 N 3.04 W,COIPVC14,PAIRED,PCR,GENOMIC,marine metagenome,ILLUMINA,2020-01-01T00:00:00Z,1,settlement plates,COIPVC14,site 3,SRP189053
