organismQuantity	eventID	materialSampleID	eventRemarks	verbatimCoordinates	locality	verbatimDepth	eventDate	occurrenceStatus	sampleSizeValue	organismQuantityType	sampleSizeUnit	kingdom	phylum	class	order	family	genus	scientificName	scientificNameID	taxonRank	specificEpithet	occurrenceID
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4255_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4256_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4257_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4258_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4259_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4260_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads	Eukaryota	Mollusca	Bivalvia		Laternulidae	Laternula	cf. Laternula sp. DH_2009	urn:lsid:marinespecies.org:taxname:138106	genus		asv.4261_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4263_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads	Eukaryota	Cnidaria	Hydrozoa				Hydrozoa	urn:lsid:marinespecies.org:taxname:1337	class		asv.4264_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4265_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4266_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4267_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4268_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4269_SAMN10847219
3	SAMN10847251	SAMN10847251	filtered water	43.34 N 3.04 W	Spain: Bilbao	surface	2017-02-03	present	25614	DNA Sequence reads	DNA Sequence reads	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Diphyidae	Muggiaea	Muggiaea atlantica	urn:lsid:marinespecies.org:taxname:135441	species	atlantica	asv.427_SAMN10847251
3	SAMN10847226	SAMN10847226	filtered water	43.37 N 3.10 W	Spain: Bilbao	surface	2017-02-03	present	30902	DNA Sequence reads	DNA Sequence reads	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Diphyidae	Muggiaea	Muggiaea atlantica	urn:lsid:marinespecies.org:taxname:135441	species	atlantica	asv.427_SAMN10847226
3	SAMN10847336	SAMN10847336	settlement plates	43.37 N 3.10 W	Spain: Bilbao	7m	2017-10-06	present	33359	DNA Sequence reads	DNA Sequence reads	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Diphyidae	Muggiaea	Muggiaea atlantica	urn:lsid:marinespecies.org:taxname:135441	species	atlantica	asv.427_SAMN10847336
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Insecta	Diptera			Diptera	urn:lsid:marinespecies.org:taxname:118088	order		asv.4270_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.4271_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4272_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4273_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales			Pleosporales	urn:lsid:marinespecies.org:taxname:146409	order		asv.4274_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4275_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads	Eukaryota	Rotifera	Eurotatoria	Ploima			Ploima	urn:lsid:marinespecies.org:taxname:17904	order		asv.4276_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4277_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.4278_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4279_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4280_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4281_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4282_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.4283_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads	Eukaryota	Oomycota		Pythiales	Pythiaceae		Pythiaceae	urn:lsid:marinespecies.org:taxname:162955	family		asv.4284_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads	Eukaryota	Ascomycota					Ascomycota	urn:lsid:marinespecies.org:taxname:21891	phylum (division)		asv.4285_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.4286_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4287_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4288_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4290_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4291_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads	Eukaryota	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces	Powellomyces hirtus	urn:lsid:marinespecies.org:taxname:1			asv.4292_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.4293_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4294_SAMN10847219
3	SAMN10847219	SAMN10847219	filtered water	43.37 N 8.40 W	Spain: A Coruna	surface	2017-03-22	present	27602	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4295_SAMN10847219
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota	Oomycota					Oomycota	urn:lsid:marinespecies.org:taxname:22154	phylum		asv.4296_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota	Bacillariophyta					Bacillariophyta	urn:lsid:marinespecies.org:taxname:148898	phylum		asv.4297_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4298_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4299_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4300_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.4301_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4302_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia	Pinnularia borealis complex sp.	urn:lsid:marinespecies.org:taxname:149208	genus		asv.4303_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4304_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota	Annelida	Polychaeta	Sabellida	Fabriciidae	Rubifabriciola	Rubifabriciola tonerella	urn:lsid:marinespecies.org:taxname:1449377	species	tonerella	asv.4305_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4306_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Insecta				Insecta	urn:lsid:marinespecies.org:taxname:1307	subclass		asv.4307_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota	Oomycota					Oomycota	urn:lsid:marinespecies.org:taxname:22154	phylum		asv.4308_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.4309_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota	Bacillariophyta	Mediophyceae	Lithodesmiales	Lithodesmiaceae	Ditylum	Ditylum brightwellii	urn:lsid:marinespecies.org:taxname:149023	species	brightwellii	asv.4310_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4311_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.4312_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4313_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4314_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4315_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota		Phaeophyceae	Ectocarpales	Chordariaceae		Chordariaceae	urn:lsid:marinespecies.org:taxname:143680	family		asv.4316_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota	Bacillariophyta					Bacillariophyta	urn:lsid:marinespecies.org:taxname:148898	phylum		asv.4317_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4318_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.4319_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4320_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4321_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.4322_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4323_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4324_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota	Rhodophyta	Florideophyceae	Gigartinales	Kallymeniaceae	Euthora	Euthora cristata	urn:lsid:marinespecies.org:taxname:373772	species	cristata	asv.4325_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4327_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4328_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4329_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4330_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4331_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4333_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota	Porifera	Homoscleromorpha	Homosclerophorida	Oscarellidae	Oscarella	Oscarella sp. Po.25936	urn:lsid:marinespecies.org:taxname:131979	genus		asv.4334_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Insecta				Insecta	urn:lsid:marinespecies.org:taxname:1307	subclass		asv.4335_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4336_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4337_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4339_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4340_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4341_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota		Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa rotundata	urn:lsid:marinespecies.org:taxname:110152	species	rotundata	asv.4342_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4343_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4344_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4345_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4346_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.4347_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota	Discosea	Flabellinia		Vannellidae	Vannella	Vannella sp.	urn:lsid:marinespecies.org:taxname:120566	genus		asv.4348_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina	urn:lsid:marinespecies.org:taxname:115090	genus		asv.4349_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota		Phaeophyceae	Ectocarpales	Chordariaceae	Nemacystus	Nemacystus decipiens	urn:lsid:marinespecies.org:taxname:214329	species	decipiens	asv.4350_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota						Biota	urn:lsid:marinespecies.org:taxname:1			asv.4351_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4352_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4353_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4354_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Aequoreidae	Aequorea	Aequorea	urn:lsid:marinespecies.org:taxname:116998	genus		asv.4355_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota	Haptista	Haptophyta	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina tobinii	urn:lsid:marinespecies.org:taxname:1358375	species	tobinii	asv.4356_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads	Eukaryota	Arthropoda	Collembola	Poduromorpha	Neanuridae	Neanura	Neanura muscorum	urn:lsid:marinespecies.org:taxname:1			asv.4357_SAMN10847223
3	SAMN10847223	SAMN10847223	filtered water	43.36 N 8.39 W	Spain: A Coruna	surface	2017-03-22	present	29891	DNA Sequence reads	DNA Sequence reads							Biota	urn:lsid:marinespecies.org:taxname:1	superdomain		asv.4359_SAMN10847223
